Id,Label,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,pageranks,componentnumber,clustering,triangles,eigencentrality
2508,,,214,214,2,0.512031,0.523496,0.00029,2,0.000252,0,0.040016,912,0.948462
2583,,,175,175,3,0.50951,0.519031,0.000193,4,0.000212,0,0.041379,630,0.775287
2693,,,197,197,3,0.510996,0.521593,0.000247,1,0.000235,0,0.039573,764,0.871794
2811,,,195,195,3,0.510882,0.521373,0.00024,6,0.000232,0,0.040021,757,0.86315
2852,,,176,176,3,0.50951,0.519104,0.000193,6,0.000213,0,0.039481,608,0.784428
2869,,,206,206,3,0.511456,0.522544,0.000265,3,0.000244,0,0.040635,858,0.915973
2948,,,192,192,3,0.510653,0.521007,0.000236,2,0.00023,0,0.038122,699,0.844352
3068,,,183,183,3,0.509909,0.519873,0.000213,3,0.00022,0,0.039152,652,0.8074
3076,,,205,205,3,0.511456,0.522471,0.000259,0,0.000242,0,0.04242,887,0.918954
3078,,,181,181,3,0.509966,0.519763,0.000205,2,0.000218,0,0.040147,654,0.806517
3092,,,186,186,3,0.510366,0.520385,0.000223,2,0.000223,0,0.037315,642,0.818269
3118,,,182,182,3,0.510024,0.519873,0.000206,1,0.000219,0,0.043713,720,0.809627
3119,,,176,176,2,0.509852,0.519324,0.000193,2,0.000213,0,0.040455,623,0.783948
3130,,,205,205,2,0.511513,0.522508,0.000268,0,0.000243,0,0.039742,831,0.906721
3134,,,180,180,3,0.510024,0.519726,0.000207,4,0.000217,0,0.039106,630,0.793515
3151,,,185,185,3,0.510081,0.520129,0.000218,0,0.000222,0,0.040541,690,0.814759
3165,,,187,187,2,0.510481,0.520531,0.000221,4,0.000224,0,0.041516,722,0.828159
3175,,,159,159,3,0.508543,0.517238,0.00016,2,0.000196,0,0.039248,493,0.704991
3179,,,187,187,2,0.510481,0.520531,0.00022,5,0.000224,0,0.036801,640,0.83219
3180,,,198,198,2,0.511111,0.521739,0.000247,1,0.000235,0,0.041891,817,0.877282
3186,,,198,198,3,0.511054,0.521703,0.000245,1,0.000235,0,0.041788,815,0.883896
3187,,,189,189,2,0.510595,0.520751,0.000225,3,0.000226,0,0.04154,738,0.837862
3212,,,186,186,3,0.510309,0.520348,0.000218,4,0.000223,0,0.042023,723,0.825162
3215,,,195,195,3,0.510767,0.5213,0.000242,6,0.000233,0,0.040814,772,0.860666
3286,,,218,218,2,0.512261,0.523935,0.0003,3,0.000256,0,0.039107,925,0.968405
3349,,,187,187,2,0.510481,0.520531,0.000221,2,0.000224,0,0.040251,700,0.827161
3382,,,171,171,3,0.509225,0.518555,0.000184,0,0.000208,0,0.040385,587,0.756923
3425,,,199,199,3,0.511111,0.521812,0.000253,3,0.000237,0,0.039541,779,0.877676
3427,,,172,172,3,0.509396,0.518738,0.000185,1,0.000209,0,0.039644,583,0.763003
3446,,,176,176,3,0.509681,0.519214,0.000191,0,0.000213,0,0.041753,643,0.788563
3449,,,195,195,3,0.510882,0.521373,0.000242,6,0.000233,0,0.038488,728,0.85881
3514,,,195,195,3,0.510824,0.521337,0.000238,0,0.000232,0,0.040285,762,0.867718
3518,,,195,195,3,0.510824,0.521337,0.000239,5,0.000232,0,0.039651,750,0.866609
3545,,,186,186,3,0.510366,0.520385,0.000214,6,0.000223,0,0.040395,695,0.830108
3661,,,184,184,3,0.510138,0.520092,0.000214,6,0.000221,0,0.041875,705,0.815975
3686,,,206,206,3,0.511513,0.522581,0.000269,1,0.000244,0,0.039261,829,0.913357
3720,,,183,183,3,0.510081,0.519982,0.000209,1,0.00022,0,0.041014,683,0.81516
3736,,,184,184,2,0.510309,0.520202,0.000214,6,0.000221,0,0.040687,685,0.814117
3865,,,214,214,3,0.511973,0.523459,0.000288,3,0.000252,0,0.041113,937,0.9501
3904,,,183,183,3,0.510081,0.519982,0.000213,6,0.00022,0,0.040533,675,0.808672
3930,,,197,197,2,0.511054,0.521629,0.000249,4,0.000235,0,0.040091,774,0.867549
3936,,,181,181,3,0.509852,0.51969,0.000206,6,0.000218,0,0.039779,648,0.804653
3955,,,214,214,2,0.512031,0.523496,0.000285,4,0.000252,0,0.042341,965,0.952364
3977,,,204,204,2,0.511456,0.522398,0.00026,2,0.000242,0,0.040954,848,0.907403
4009,,,181,181,3,0.509966,0.519763,0.000203,5,0.000218,0,0.042112,686,0.807147
4039,,,180,180,3,0.509795,0.51958,0.000206,1,0.000217,0,0.039789,641,0.79614
4048,,,183,183,2,0.510252,0.520092,0.00021,6,0.00022,0,0.037231,620,0.814442
4086,,,183,183,3,0.510138,0.520019,0.000211,1,0.00022,0,0.041194,686,0.80789
4131,,,184,184,3,0.510252,0.520165,0.00021,6,0.000221,0,0.038845,654,0.82526
4139,,,186,186,3,0.510366,0.520385,0.000222,5,0.000223,0,0.040395,695,0.817821
4199,,,173,173,3,0.509282,0.518738,0.000189,0,0.00021,0,0.04221,628,0.763634
4249,,,187,187,3,0.510366,0.520458,0.000219,5,0.000224,0,0.040193,699,0.831345
4283,,,183,183,3,0.510081,0.519982,0.000211,1,0.00022,0,0.042995,716,0.81028
4369,,,187,187,3,0.510195,0.520348,0.000223,5,0.000224,0,0.038756,674,0.823984
4516,,,175,175,3,0.509681,0.519141,0.000193,4,0.000212,0,0.03711,565,0.775718
4522,,,193,193,2,0.510824,0.52119,0.000232,6,0.00023,0,0.040425,749,0.860844
4538,,,185,185,2,0.510366,0.520312,0.000214,0,0.000222,0,0.039424,671,0.823022
4546,,,198,198,3,0.511054,0.521703,0.000247,5,0.000235,0,0.039943,779,0.880357
9,,,177,177,3,0.509567,0.519214,0.000197,0,0.000214,0,0.040832,636,0.787125
80,,,167,167,3,0.509225,0.518262,0.000176,4,0.000204,0,0.039968,554,0.74323
81,,,173,173,3,0.50951,0.518884,0.000186,6,0.00021,0,0.041202,613,0.769895
88,,,196,196,3,0.510939,0.521483,0.000242,6,0.000233,0,0.041968,802,0.870358
102,,,211,211,3,0.5118,0.52313,0.000277,3,0.000249,0,0.040758,903,0.942907
124,,,194,194,3,0.510824,0.521263,0.000236,0,0.000231,0,0.040276,754,0.863762
135,,,170,170,3,0.509111,0.518409,0.000186,1,0.000207,0,0.037591,540,0.748313
164,,,176,176,3,0.509738,0.51925,0.000193,6,0.000213,0,0.041558,640,0.782372
186,,,210,210,3,0.511685,0.522983,0.000278,4,0.000248,0,0.042515,933,0.931609
233,,,182,182,3,0.510024,0.519873,0.000207,1,0.000219,0,0.03916,645,0.809264
251,,,187,187,2,0.510481,0.520531,0.000227,6,0.000225,0,0.038411,668,0.818338
253,,,177,177,3,0.509567,0.519214,0.000193,0,0.000214,0,0.040447,630,0.794437
308,,,187,187,3,0.510424,0.520495,0.000219,2,0.000224,0,0.038928,677,0.832799
325,,,191,191,3,0.510653,0.520934,0.000231,4,0.000228,0,0.037531,681,0.843897
370,,,180,180,2,0.510081,0.519763,0.000204,0,0.000217,0,0.041217,664,0.798164
416,,,184,184,2,0.510309,0.520202,0.000215,0,0.000221,0,0.037954,639,0.815651
491,,,174,174,3,0.50951,0.518958,0.000191,3,0.000211,0,0.039134,589,0.769846
493,,,199,199,3,0.511111,0.521812,0.000253,0,0.000237,0,0.041622,820,0.876217
587,,,196,196,3,0.510882,0.521446,0.000244,4,0.000233,0,0.041235,788,0.86826
650,,,183,183,3,0.510138,0.520019,0.00021,2,0.00022,0,0.03681,613,0.813016
652,,,186,186,3,0.510366,0.520385,0.00022,3,0.000223,0,0.036966,636,0.820777
847,,,205,205,3,0.511398,0.522434,0.000269,2,0.000243,0,0.040077,838,0.901875
869,,,182,182,3,0.510081,0.519909,0.000214,6,0.000219,0,0.035821,590,0.797395
946,,,181,181,3,0.509966,0.519763,0.000208,6,0.000218,0,0.041314,673,0.79843
1052,,,167,167,3,0.509111,0.518189,0.00018,4,0.000204,0,0.038598,535,0.734445
1087,,,188,188,3,0.510424,0.520568,0.000227,6,0.000226,0,0.038628,679,0.826826
1092,,,176,176,3,0.509567,0.519141,0.000195,0,0.000213,0,0.042078,648,0.780561
1146,,,210,210,3,0.511743,0.52302,0.000281,2,0.000248,0,0.040009,878,0.930601
1251,,,185,185,3,0.510195,0.520202,0.000213,0,0.000222,0,0.042479,723,0.822733
1263,,,170,170,3,0.509225,0.518482,0.000181,1,0.000207,0,0.040863,587,0.753829
1372,,,180,180,3,0.509966,0.51969,0.000208,4,0.000217,0,0.040286,649,0.792235
1389,,,187,187,3,0.510424,0.520495,0.000218,3,0.000224,0,0.041631,724,0.831556
1411,,,195,195,3,0.510882,0.521373,0.000238,0,0.000232,0,0.040444,765,0.863998
1502,,,190,190,3,0.510538,0.520788,0.000227,0,0.000227,0,0.042774,768,0.844316
1578,,,196,196,2,0.510996,0.52152,0.000244,3,0.000234,0,0.039403,753,0.866685
1661,,,165,165,3,0.50877,0.517823,0.00017,2,0.000202,0,0.040355,546,0.734619
1772,,,206,206,3,0.511513,0.522581,0.000272,2,0.000244,0,0.038977,823,0.907805
1780,,,206,206,3,0.511456,0.522544,0.000268,3,0.000244,0,0.040682,859,0.915026
1837,,,176,176,3,0.509681,0.519214,0.000197,0,0.000213,0,0.039351,606,0.778867
1888,,,181,181,3,0.509852,0.51969,0.000214,1,0.000219,0,0.040638,662,0.78873
1922,,,179,179,2,0.510024,0.519653,0.000201,3,0.000216,0,0.039546,630,0.797279
1957,,,186,186,3,0.510195,0.520275,0.000217,6,0.000223,0,0.038535,663,0.825411
2096,,,176,176,3,0.509681,0.519214,0.000197,4,0.000213,0,0.037857,583,0.778298
2132,,,151,151,3,0.507862,0.516213,0.000144,2,0.000188,0,0.042031,476,0.663985
2160,,,185,185,3,0.510309,0.520275,0.000211,3,0.000222,0,0.043537,741,0.826254
2170,,,190,190,3,0.510424,0.520714,0.000228,2,0.000227,0,0.041158,739,0.842219
2192,,,188,188,2,0.510538,0.520641,0.000229,2,0.000226,0,0.039424,693,0.825996
2193,,,177,177,3,0.509795,0.51936,0.000199,2,0.000214,0,0.040383,629,0.779818
2206,,,195,195,3,0.510882,0.521373,0.000237,3,0.000232,0,0.039175,741,0.869736
2248,,,201,201,3,0.511226,0.522032,0.000257,2,0.000239,0,0.038955,783,0.889435
2272,,,186,186,3,0.510252,0.520312,0.000214,0,0.000223,0,0.042546,732,0.833368
2344,,,179,179,3,0.509966,0.519616,0.0002,3,0.000216,0,0.038855,619,0.799496
2353,,,171,171,3,0.509396,0.518665,0.000181,3,0.000208,0,0.043206,628,0.761667
2409,,,200,200,2,0.511226,0.521959,0.000252,5,0.000238,0,0.041859,833,0.886146
2489,,,165,165,3,0.508941,0.517933,0.000168,3,0.000202,0,0.041537,562,0.735872
2520,,,176,176,3,0.509681,0.519214,0.000194,5,0.000213,0,0.041429,638,0.780265
2586,,,186,186,3,0.510309,0.520348,0.000214,4,0.000223,0,0.041383,712,0.830198
2593,,,174,174,3,0.509453,0.518921,0.000193,2,0.000211,0,0.036609,551,0.768819
2600,,,183,183,3,0.510024,0.519946,0.000212,5,0.00022,0,0.040593,676,0.811115
2646,,,187,187,3,0.510309,0.520422,0.000218,2,0.000224,0,0.039388,685,0.833463
2674,,,177,177,3,0.509795,0.51936,0.000196,5,0.000214,0,0.042244,658,0.786725
2690,,,194,194,3,0.510824,0.521263,0.000241,0,0.000232,0,0.039047,731,0.855586
2699,,,189,189,3,0.510481,0.520678,0.000228,3,0.000226,0,0.039739,706,0.832857
2831,,,193,193,2,0.510824,0.52119,0.000239,5,0.000231,0,0.039616,734,0.848416
2834,,,194,194,3,0.510767,0.521227,0.000237,0,0.000231,0,0.039688,743,0.860035
2901,,,185,185,3,0.510252,0.520239,0.000217,5,0.000222,0,0.040012,681,0.817809
2913,,,204,204,2,0.511456,0.522398,0.000263,3,0.000242,0,0.039023,808,0.903407
2992,,,179,179,2,0.510024,0.519653,0.000198,4,0.000216,0,0.039671,632,0.802882
2994,,,166,166,3,0.509054,0.518079,0.000173,6,0.000203,0,0.042059,576,0.733612
3000,,,169,169,3,0.509282,0.518445,0.000178,6,0.000206,0,0.040857,580,0.752576
3010,,,163,163,3,0.508713,0.51764,0.000166,2,0.0002,0,0.039158,517,0.726758
3064,,,178,178,3,0.509852,0.51947,0.0002,5,0.000215,0,0.043992,693,0.789287
3065,,,194,194,3,0.51071,0.52119,0.000234,1,0.000231,0,0.038887,728,0.864736
3079,,,176,176,3,0.509624,0.519177,0.000197,0,0.000213,0,0.03974,612,0.778314
3082,,,185,185,3,0.510024,0.520092,0.000215,1,0.000222,0,0.040012,681,0.821952
3090,,,161,161,3,0.508543,0.517384,0.000164,0,0.000198,0,0.039519,509,0.712757
3154,,,207,207,3,0.51157,0.522691,0.00027,2,0.000245,0,0.039304,838,0.919705
3161,,,187,187,3,0.510366,0.520458,0.00022,1,0.000224,0,0.040481,704,0.829222
3182,,,158,158,3,0.508429,0.517091,0.00016,4,0.000195,0,0.038862,482,0.693569
3210,,,174,174,3,0.509567,0.518994,0.000192,0,0.000211,0,0.037738,568,0.768599
3218,,,172,172,3,0.509339,0.518702,0.000184,6,0.000209,0,0.045764,673,0.762676
3222,,,181,181,3,0.510081,0.519836,0.000208,5,0.000218,0,0.04027,656,0.798681
3258,,,167,167,3,0.508941,0.518079,0.000177,1,0.000204,0,0.039752,551,0.737478
3267,,,214,214,3,0.511973,0.523459,0.000292,6,0.000252,0,0.040586,925,0.946109
3271,,,172,172,3,0.509567,0.518848,0.00019,3,0.000209,0,0.034952,514,0.756837
3273,,,176,176,3,0.509738,0.51925,0.000195,5,0.000213,0,0.040974,631,0.78298
3296,,,198,198,3,0.511054,0.521703,0.00025,3,0.000236,0,0.03784,738,0.872714
3321,,,201,201,3,0.511226,0.522032,0.000257,0,0.000239,0,0.040846,821,0.890289
3331,,,160,160,3,0.508543,0.517311,0.000163,4,0.000197,0,0.037264,474,0.706834
3346,,,191,191,2,0.51071,0.520971,0.000225,2,0.000228,0,0.038854,705,0.855365
3423,,,209,209,2,0.511743,0.522947,0.000276,3,0.000247,0,0.037357,812,0.927072
3424,,,183,183,3,0.510195,0.520056,0.000214,6,0.00022,0,0.040233,670,0.806089
3510,,,193,193,3,0.51071,0.521117,0.000234,3,0.00023,0,0.039076,724,0.858828
3637,,,174,174,3,0.509567,0.518994,0.000192,3,0.000211,0,0.041393,623,0.767033
3659,,,186,186,3,0.510366,0.520385,0.00022,0,0.000223,0,0.039291,676,0.82412
3704,,,173,173,3,0.509624,0.518958,0.000191,1,0.00021,0,0.041269,614,0.762302
3716,,,199,199,3,0.511111,0.521812,0.000248,1,0.000236,0,0.038831,765,0.885711
3771,,,191,191,2,0.51071,0.520971,0.000229,1,0.000228,0,0.039295,713,0.850584
3781,,,169,169,3,0.509225,0.518409,0.000177,0,0.000206,0,0.039448,560,0.754734
3787,,,168,168,3,0.509168,0.518299,0.000174,0,0.000205,0,0.041916,588,0.750859
3799,,,179,179,2,0.510024,0.519653,0.000206,0,0.000216,0,0.040926,652,0.78792
3800,,,174,174,3,0.509453,0.518921,0.000191,3,0.000211,0,0.039532,595,0.76882
3808,,,174,174,3,0.50951,0.518958,0.000187,0,0.000211,0,0.040662,612,0.777393
3820,,,177,177,3,0.509738,0.519324,0.000196,5,0.000214,0,0.03942,614,0.787325
3850,,,163,163,3,0.508372,0.517421,0.000163,5,0.0002,0,0.042415,560,0.727537
3863,,,179,179,3,0.509966,0.519616,0.000199,5,0.000216,0,0.041366,659,0.798229
3866,,,170,170,3,0.508941,0.518299,0.000186,2,0.000207,0,0.040794,586,0.744504
3920,,,183,183,3,0.510195,0.520056,0.000213,4,0.00022,0,0.039092,651,0.807456
4010,,,187,187,3,0.510138,0.520312,0.000222,1,0.000224,0,0.041516,722,0.823521
4091,,,152,152,3,0.507806,0.516249,0.000148,5,0.000189,0,0.039125,449,0.668489
4150,,,175,175,3,0.50951,0.519031,0.000193,5,0.000212,0,0.037964,578,0.77625
4169,,,200,200,3,0.511111,0.521886,0.000255,0,0.000238,0,0.041256,821,0.88472
4171,,,172,172,3,0.509453,0.518775,0.000189,1,0.000209,0,0.044064,648,0.757242
4200,,,205,205,3,0.511456,0.522471,0.000266,0,0.000243,0,0.040698,851,0.907843
4206,,,195,195,3,0.510824,0.521337,0.000239,6,0.000232,0,0.038699,732,0.869377
4236,,,192,192,2,0.510767,0.52108,0.00023,6,0.000229,0,0.04123,756,0.855742
4279,,,195,195,3,0.510824,0.521337,0.00024,5,0.000232,0,0.038329,725,0.862776
4299,,,180,180,3,0.509966,0.51969,0.000204,6,0.000217,0,0.037058,597,0.800569
4312,,,201,201,2,0.511283,0.522069,0.000254,3,0.000239,0,0.040796,820,0.891898
4313,,,169,169,3,0.509225,0.518409,0.000178,1,0.000206,0,0.040857,580,0.751164
4457,,,196,196,2,0.510996,0.52152,0.000238,1,0.000233,0,0.0427,816,0.875227
4485,,,175,175,2,0.509795,0.519214,0.000193,3,0.000212,0,0.040854,622,0.776137
4510,,,139,139,3,0.507296,0.514969,0.00012,5,0.000175,0,0.039516,379,0.617211
4523,,,174,174,3,0.509681,0.519067,0.000192,3,0.000211,0,0.038934,586,0.768207
4554,,,163,163,3,0.508486,0.517494,0.000166,6,0.0002,0,0.041506,548,0.724257
10,,,203,203,2,0.511398,0.522288,0.000261,1,0.000241,0,0.040287,826,0.898823
89,,,191,191,3,0.510653,0.520934,0.000231,0,0.000228,0,0.038468,698,0.846956
97,,,179,179,3,0.509909,0.51958,0.000201,0,0.000216,0,0.040989,653,0.794581
105,,,205,205,3,0.511283,0.522361,0.000261,5,0.000243,0,0.042755,894,0.912477
181,,,191,191,3,0.510595,0.520897,0.00023,1,0.000228,0,0.039129,710,0.849808
207,,,173,173,3,0.509396,0.518811,0.000197,3,0.00021,0,0.036564,544,0.75289
283,,,190,190,3,0.510595,0.520824,0.00023,4,0.000227,0,0.038262,687,0.8388
285,,,193,193,3,0.510767,0.521154,0.000235,5,0.00023,0,0.040749,755,0.857513
322,,,188,188,3,0.510424,0.520568,0.00022,2,0.000225,0,0.042439,746,0.836721
339,,,201,201,3,0.511168,0.521995,0.000254,2,0.000239,0,0.039851,801,0.892677
353,,,166,166,3,0.508997,0.518043,0.000174,1,0.000203,0,0.039723,544,0.735398
366,,,182,182,3,0.510024,0.519873,0.000212,2,0.000219,0,0.038917,641,0.802602
417,,,190,190,3,0.510595,0.520824,0.000224,4,0.000227,0,0.037371,671,0.84933
428,,,181,181,3,0.509852,0.51969,0.000204,4,0.000218,0,0.042173,687,0.805459
494,,,189,189,2,0.510595,0.520751,0.000227,6,0.000226,0,0.040414,718,0.832187
512,,,194,194,3,0.510824,0.521263,0.000238,1,0.000231,0,0.03878,726,0.861098
558,,,169,169,3,0.509225,0.518409,0.00018,6,0.000206,0,0.038321,544,0.750028
561,,,178,178,3,0.509852,0.51947,0.000198,2,0.000215,0,0.038215,602,0.792942
601,,,188,188,3,0.510309,0.520495,0.000226,0,0.000225,0,0.03914,688,0.829632
623,,,177,177,3,0.509681,0.519287,0.000197,0,0.000214,0,0.038457,599,0.785533
630,,,192,192,3,0.51071,0.521044,0.000231,4,0.000229,0,0.040576,744,0.853792
631,,,179,179,3,0.509909,0.51958,0.000205,1,0.000216,0,0.038541,614,0.787907
711,,,177,177,3,0.509795,0.51936,0.0002,5,0.000214,0,0.041281,643,0.781159
792,,,182,182,3,0.510024,0.519873,0.00021,3,0.000219,0,0.038188,629,0.803088
807,,,178,178,3,0.509681,0.51936,0.000197,2,0.000215,0,0.04196,661,0.7933
830,,,173,173,3,0.509339,0.518775,0.000188,1,0.00021,0,0.040933,609,0.767296
876,,,191,191,3,0.510653,0.520934,0.000237,0,0.000229,0,0.037751,685,0.834719
943,,,193,193,3,0.51071,0.521117,0.000234,6,0.00023,0,0.039724,736,0.857105
969,,,177,177,3,0.509795,0.51936,0.000198,4,0.000214,0,0.039034,608,0.781422
989,,,206,206,2,0.51157,0.522617,0.000264,4,0.000243,0,0.040824,862,0.91965
1031,,,182,182,3,0.509966,0.519836,0.000207,3,0.000219,0,0.039828,656,0.810356
1061,,,174,174,3,0.509624,0.519031,0.00019,2,0.000211,0,0.039001,587,0.772152
1065,,,164,164,3,0.508884,0.517823,0.000172,5,0.000201,0,0.040027,535,0.720756
1079,,,170,170,3,0.509225,0.518482,0.000184,3,0.000207,0,0.042604,612,0.7496
1116,,,191,191,2,0.51071,0.520971,0.00023,4,0.000228,0,0.040562,736,0.847675
1128,,,196,196,3,0.510939,0.521483,0.000245,4,0.000234,0,0.041183,787,0.867188
1155,,,189,189,3,0.510424,0.520641,0.000228,5,0.000227,0,0.040583,721,0.83116
1234,,,202,202,2,0.511341,0.522178,0.000261,5,0.00024,0,0.039752,807,0.892089
1248,,,176,176,3,0.509738,0.51925,0.000196,1,0.000213,0,0.039805,613,0.777483
1255,,,193,193,2,0.510824,0.52119,0.000236,6,0.00023,0,0.03994,740,0.855033
1260,,,193,193,3,0.510538,0.521007,0.000236,1,0.00023,0,0.036971,685,0.856663
1336,,,182,182,3,0.510024,0.519873,0.00021,5,0.000219,0,0.04086,673,0.805693
1412,,,175,175,3,0.509624,0.519104,0.000195,4,0.000212,0,0.038883,592,0.775382
1453,,,199,199,2,0.511168,0.521849,0.000252,1,0.000237,0,0.039998,788,0.87927
1483,,,181,181,3,0.510024,0.519799,0.000208,0,0.000218,0,0.037753,615,0.801419
1488,,,205,205,3,0.511398,0.522434,0.000266,5,0.000243,0,0.042563,890,0.906184
1546,,,178,178,3,0.509681,0.51936,0.0002,5,0.000215,0,0.037326,588,0.790462
1614,,,189,189,3,0.510481,0.520678,0.000225,3,0.000226,0,0.040639,722,0.840501
1637,,,225,225,3,0.512607,0.524667,0.00032,1,0.000263,0,0.037817,953,1
1640,,,191,191,3,0.510481,0.520824,0.000233,5,0.000228,0,0.040562,736,0.844528
1658,,,197,197,3,0.510996,0.521593,0.000243,1,0.000234,0,0.040816,788,0.875205
1687,,,197,197,3,0.510996,0.521593,0.000244,6,0.000234,0,0.040039,773,0.875322
1764,,,172,172,3,0.509282,0.518665,0.000185,5,0.000209,0,0.0408,600,0.765871
1767,,,170,170,3,0.509225,0.518482,0.000182,1,0.000207,0,0.040654,584,0.752681
1771,,,198,198,3,0.510996,0.521666,0.000248,3,0.000236,0,0.040507,790,0.875863
1778,,,161,161,3,0.5086,0.517421,0.000163,3,0.000198,0,0.040916,527,0.713364
1798,,,157,157,3,0.508429,0.517018,0.000154,1,0.000194,0,0.040748,499,0.696811
1822,,,221,221,2,0.512434,0.524264,0.000303,2,0.000259,0,0.039901,970,0.991496
1846,,,170,170,3,0.509225,0.518482,0.000184,0,0.000207,0,0.04149,596,0.750196
1850,,,149,149,3,0.507636,0.51592,0.000141,1,0.000185,0,0.041175,454,0.657764
1885,,,174,174,3,0.50951,0.518958,0.000195,0,0.000211,0,0.039732,598,0.763566
1915,,,189,189,3,0.510424,0.520641,0.000227,2,0.000226,0,0.039289,698,0.838778
1919,,,188,188,2,0.510538,0.520641,0.000221,6,0.000225,0,0.040448,711,0.835023
2010,,,155,155,3,0.508372,0.516835,0.000146,1,0.000191,0,0.041056,490,0.695088
2033,,,179,179,3,0.509909,0.51958,0.000206,2,0.000216,0,0.040299,642,0.78786
2059,,,182,182,2,0.510195,0.519982,0.000208,3,0.000219,0,0.039585,652,0.810562
2060,,,174,174,2,0.509738,0.519104,0.000191,5,0.000211,0,0.039798,599,0.771867
2124,,,166,166,3,0.509111,0.518116,0.000177,0,0.000203,0,0.038846,532,0.732211
2130,,,181,181,3,0.509966,0.519763,0.000204,4,0.000218,0,0.041928,683,0.807737
2135,,,166,166,3,0.509054,0.518079,0.000173,5,0.000203,0,0.040964,561,0.735763
2137,,,194,194,3,0.510767,0.521227,0.000238,6,0.000231,0,0.039368,737,0.860673
2173,,,175,175,3,0.509624,0.519104,0.000192,5,0.000212,0,0.04197,639,0.778141
2252,,,153,153,3,0.508146,0.516542,0.000147,3,0.000189,0,0.04171,485,0.680176
2274,,,171,171,3,0.509225,0.518555,0.000186,0,0.000208,0,0.037289,542,0.757613
2285,,,224,224,2,0.512607,0.524594,0.000321,1,0.000262,0,0.038797,969,0.989461
2338,,,184,184,3,0.510138,0.520092,0.00021,1,0.000221,0,0.041637,701,0.821684
2404,,,184,184,3,0.510138,0.520092,0.000212,6,0.000221,0,0.042172,710,0.818826
2420,,,188,188,3,0.510481,0.520605,0.000223,1,0.000225,0,0.042383,745,0.833107
2425,,,181,181,3,0.509909,0.519726,0.000209,6,0.000218,0,0.039104,637,0.799685
2443,,,175,175,3,0.509624,0.519104,0.000194,2,0.000212,0,0.04,609,0.774311
2464,,,208,208,3,0.511628,0.5228,0.000274,1,0.000246,0,0.040134,864,0.923512
2502,,,189,189,3,0.510481,0.520678,0.000227,1,0.000226,0,0.040358,717,0.836536
2556,,,187,187,2,0.510481,0.520531,0.00022,6,0.000224,0,0.037606,654,0.833284
2587,,,162,162,3,0.50877,0.517604,0.000163,1,0.000199,0,0.041408,540,0.722341
2601,,,190,190,3,0.510424,0.520714,0.000227,1,0.000227,0,0.040323,724,0.845389
2635,,,181,181,3,0.509966,0.519763,0.000204,0,0.000218,0,0.042848,698,0.802239
2671,,,179,179,3,0.509966,0.519616,0.000202,1,0.000216,0,0.03942,628,0.793609
2677,,,162,162,3,0.508656,0.51753,0.000166,5,0.000199,0,0.041638,543,0.716309
2688,,,159,159,3,0.508543,0.517238,0.000159,4,0.000196,0,0.042194,530,0.705402
2707,,,160,160,3,0.5086,0.517347,0.000162,3,0.000197,0,0.038129,485,0.708248
2716,,,192,192,2,0.510767,0.52108,0.000231,1,0.000229,0,0.038013,697,0.856161
2727,,,189,189,3,0.510481,0.520678,0.000225,1,0.000226,0,0.039795,707,0.841022
2763,,,189,189,3,0.510481,0.520678,0.000227,1,0.000226,0,0.03805,676,0.836441
2777,,,173,173,2,0.509681,0.518994,0.000192,0,0.00021,0,0.039521,588,0.764888
2781,,,192,192,3,0.510424,0.520861,0.000229,6,0.000229,0,0.039867,731,0.853522
2800,,,188,188,3,0.510481,0.520605,0.000222,2,0.000225,0,0.039367,692,0.833288
2850,,,169,169,3,0.509168,0.518372,0.000181,1,0.000206,0,0.037687,535,0.749802
2882,,,171,171,3,0.509453,0.518702,0.000186,1,0.000208,0,0.038596,561,0.75667
3086,,,176,176,2,0.509852,0.519324,0.000194,2,0.000213,0,0.038961,600,0.782212
3123,,,202,202,3,0.511226,0.522105,0.000254,1,0.000239,0,0.039062,793,0.899471
3150,,,210,210,3,0.511743,0.52302,0.000278,0,0.000248,0,0.040419,887,0.928494
3158,,,173,173,3,0.50951,0.518884,0.000188,1,0.00021,0,0.039521,588,0.767411
3216,,,166,166,3,0.508941,0.518006,0.000175,5,0.000203,0,0.040818,559,0.731256
3229,,,183,183,3,0.510138,0.520019,0.00021,3,0.00022,0,0.039632,660,0.81513
3252,,,175,175,3,0.509738,0.519177,0.000193,3,0.000212,0,0.039278,598,0.775601
3274,,,178,178,3,0.509681,0.51936,0.000198,0,0.000215,0,0.039294,619,0.794
3301,,,189,189,2,0.510595,0.520751,0.000225,3,0.000226,0,0.04002,711,0.839629
3326,,,171,171,2,0.509567,0.518775,0.000188,1,0.000208,0,0.037358,543,0.751311
3340,,,164,164,3,0.508997,0.517896,0.000168,0,0.000201,0,0.043094,576,0.726914
3367,,,153,153,3,0.508259,0.516615,0.000147,1,0.000189,0,0.041108,478,0.680594
3378,,,165,165,3,0.50877,0.517823,0.00017,0,0.000202,0,0.040281,545,0.734717
3383,,,169,169,3,0.509282,0.518445,0.000178,1,0.000206,0,0.040645,577,0.752929
3433,,,194,194,3,0.510767,0.521227,0.000234,0,0.000231,0,0.039368,737,0.864273
3475,,,187,187,3,0.510424,0.520495,0.000223,3,0.000224,0,0.040308,701,0.824936
