Tweet,Sentiment
#show #dance #dancer #off #road #model #life #live #photograpy #photo #pic #fine #good #crew http://t.co/esIXLlQOav,0
Buzzing for the Lions game! So glad the Youngs brothers start! So deserved! #tigerspride #lions @LeicesterTigers,1
#MUSIC #NEWS: Mick Jagger http://t.co/7pvRbIbHW0 Talks About Wearing Dress #tdb #tdba #thedavid #mickjagger #dress #glastonbury #festival,0
#nowplaying  #Snitch #TheRock #MovieNight http://t.co/z5EZqQ4RD8,0
Did you know that #Wimbledon always starts on the sixth #Monday before the first Monday of #August! #fact #2013,0
#bbc coverage of #glastonbury should be handed over to #C4 immediately. What a load of crap. Why are the broadcast so quiet ?!?! @prodnose,1
RT @CobourgPolice: This is how Day 1 at the #Cobourg #WaterFront #Festival starts...#Peaceful http://t.co/cKcDxsqMa4,0
Life doesn''t get better than this.. #saturday #sunshine #yachts #beautiful #view #love #life #spainâ¦ http://t.co/MydC2AalbL,0
@RollingStones #PyramidPower To The #RollingStones @GlastoFest 2013 From #1RockCluB  @Rollingstoneken @Evensong65 @MaggieHeroDog #Stones50,0
Ugh why the fuck don''t I have a glastonbury or leeds ticket #stupid,0
Assistindo o show de #2007 da @lilyrosecooper no #Glastonbury â¤ #LilyAllen #LilyRoseCooper #Beautifulâ¦ http://t.co/o2xuWxHch5,0
RT @WMN: Huge barn #fire being tackled by six fire crews http://t.co/LM7mQuPHq4 #Bridgewater #Somerset #Cannington @tobymeyjesWMN,0
i get the feeling the crowd at the front of the pryamid stage for #primalscream are awaiting the #rollingstones #miserablebunch,0
@jamiewalter87 Stop putting depressing tweets up and do something bout it #live #pest #life,0
"Kimikoã¯No.1 Courtãªãã ã­ã¼ãSerena(S1)ã«æãã®ã«ãã»ã³ã¿ã¼ã³ã¼ãã§ãèª°ãã ""ÃÃÃ, Will you marry me"" ã£ã¦å«ã¶ãäºå®ã¯ãªãã...ã #Graf #DateKrumm  #Wimbledon #1996",1
ready for toniiiight!!!! #Portuguese #Festival #dope #PortugueseShit #Fun #Like4Like #FollowMeâ¦ http://t.co/8cDXnFg5iL,0
"Glastonbury, Wimbledon... a serious radio news channel is needed in this country #dumbeddownBritain #r4today",0
Bent u bezig met het organiseren van een #dorpsfeest #festival #zomerfeest #artiestenbureautwenterand #livemuziek http://t.co/kduRp32p2n,0
Got my roommate back #day1 #theRebirth #kickedout...letin #lifeoftheparty #goodtimes @thegeorgelifeâ¦ http://t.co/byNK3UdDPu,1
Lincoln Brewster #hallelujah #forward2013 #amazing http://t.co/hrS12kjxbR,0
"STONES! Love how cool they are, they look so old now! #WeirdAndWonderful #TheRollingStones http://t.co/2JL86HnJTe",0
#amazing #amen #bibleverse #bible #Christ #church #dailybibleverse #dailyverse #family #follow #godâ¦ http://t.co/eSh5pzFzl2,1
"For all you #dffc fans at Glastonbury or watching it on tv, please thank @ForestDave1 The man is a legend â¤#nffc http://t.co/esFMIM5EXq",0
This is poor this.. Hope non of my mates have wasted their time getting amongst that crowd #slowdeath #stones #glasto,1
Fuck me! Johnny Marr''s new material is rubbish. #bbcglasto #needsasingerandasongwriter,1
"Zo, chippies op tafel... #HortonHearsAWho kijken en dan later weer genieten van #Glastonbury2013 @GlastoFest :D",0
It looks so wrong but it''s oh soooooooo right #TheRollingStones #Glastonbury2013Live,0
I could sit and watch @DizzeeRascal performance at Glastonbury over and over again! #sick #crowdsurf #LetsGoFuckingBonkers,1
World War Z was #epic #MustSee,0
MAKE SOME NOISE #thingsheardfrompopmusicfestivalstage #glastonbury,0
Follow @LiveDreamLovee  for #amazing quotes. She''s very sweet. #quotes #Twitter  #interesting #true #trust #final,0
@DJMonita1 #SkeletonRecs. 20 years worth of dust on them ! #GoodTimes,1
And to top it all today some twat in the crowd at The Other Stage has a huge Forest flag #rubbingitin @BescotBanter  #UTS #glastonbury,1
Mark Radcliffe - sorry mate but your whiny monotone voice really pisses me off #DoOne #Glastonbury,0
Hoy a las 8pm #festival On Stage Metal Fest: Vani Shine - Blast Wave - Escaramuza http://t.co/0TRmJmcDjG #mÃºsica #eventos #Bilbao #agenda,0
"#AUSvLIO let''s have a great game, #lions by 10, #Lions2013 #LionsDrinkingGame",1
#kris #gege #myboyfriend #yeah #ohmyboyfriend #lol #like4like #like #likeforlike #omg #wow #yohho #exoâ¦ http://t.co/cA68hKdfHT,0
Fair play @example is giving it a go #glastonbury #rockingthejoint,0
worst wonga ad ever! #glasto #stones #drones,0
Is there a word for when you feel like your actual soul wants to cry and be sick? #GLASTO #GLASTLOL #GLASTYOLO,1
"And, of course, it''s Middle Saturday of #Wimbledon! I''m backing Laura Robson. Sorry Laura... #CurseOfWimble",1
You get me. #attracted #music #life #browniepoints,0
#Islam #Quote #wisdom #Allah #God #jealous #jealousy #islamic #reminder #faith #muslim #muslims #muslimah #life http://t.co/nxdXMSdt40,1
Sir mick''s never been thinner. Looks like osteoarthritis agrees with him. #GetTheeToMcDonalds #Glastonbury,0
"Grandma''s review on Glasto from yesterday. ..pro green bad, dizzee rascal good, disappointed to have missed artic monkeys.  #trendy #glasto",0
Only a tiny bit envious about not being at Glastonbury. #Chic set sounded superb last night. Also missed the #dubpistols,0
Not watching The Rolling #Stones cos I''m at work #wtf #glasto14forsure,1
#HRW:#EU/#Bahrain: EU Should Demand Release of Activists http://t.co/JRZJn5jyLa #Lulu #ArabSpring #Bah #BH #UK #USA #UN #14feb #GCC,0
"""I feel sorry for Justin because I look at him and I just think he''s going to smell."" #vaccines #bbcglasto #wordsofcorinnejackson",0
#rollingstones. Have still got it ! #realmusicdontdie,0
#metal #music #leadsinger #comment #concert #like #live #kik #jj #gig #festival #follow #doningtonâ¦ http://t.co/zuq4uhFVAq,0
another pic of Olivia â¤ credit me if you use this #oliviasomerlyn #summerbreaktour #amazing #btr #rusher http://t.co/arKpYqMn9a,0
Good luck to everyone competing at Nationals tomorrow! #smashit #wishwewerethere,1
Need blind faith #pronto #ChaseAndStatus,0
"Got to love how so many Blunts give @GaryMadine9 abuse, what they doing following rival footballers? #jealous #smallerclub",0
"watchin #glasto n seeing example properly for the first time. kinda odd lookin. and yes, yes #ihaveacheek",0
Watching #BBC #glastonbury live feed on internet - camera trained on gents'' loos!! #charming,1
#Workhard. #Trainhard. #PLAYHARD!! #worldwidefestival #worldwide #festival #france #sete #holiday #sunâ¦ http://t.co/FAoyLB7nql,0
@ayeayerica Coachella or Glastonbury? #onlyone #damnquestion,0
These #Tuvan #Singers #Mad #Glastonbury,1
#chaseandstatus looks fuckin animal at #Glastonbury..... #yokes #moreyokes #bbc3,0
CHASE & STATUS <3 YESSS #glastonbury #bestforlast,0
Waaaay after 2am & still @ it.. #FGC #Tehillah #musical #concert #amazing #MaximiseYourLife #MzansiMusic #NOWPLAYING #Prayer #sundaypriority,0
#Grahamstown #NAF2013 #gluhwein #German #lights #nightlights #goodtimes http://t.co/zWYgWa3eOK,1
Bacon n egg sandwich.. and the #lions #hellacool.. sleep a bit more later if needed..#fuckit!,1
#TGT #Tyrese #Ginuwine #Tank #KP #LadiesNight #Fresno #Goodtimes #picstitch http://t.co/YGSl0R1Tuk,0
Just seen dizzee at Glastonbury #myword,0
#NoFilter #DMV #DC #RoadTrip #Rollin #Ridin #OnTheRoadAgain #GoodTimes http://t.co/0lqJ7R3nZs,0
Jo Wiley reminding me why I detest her - vacuous insipid and scabbed on #bbc strike #glastonbury #bbcglasto #NoToAusterity,1
"Lotad seems to be a #literal #example 
www.MonsterMMORPG. com
of a lily #pad. by #MonsterMMORPG
 #kostenlos",0
MASSIVE #GLASTOSHOUT Goes to --> julia @kimberleycat Go follow Now & send Big hugs on #Glastoweekend #glasto 2013,0
Just watched arctic monkeys at Glastonbury last night and decided I need  to see them again whether I can afford to or not #faves #lovethem,0
@AFCRD sign these legends @GaryMills10 @AndyBurgess11 #signthemup #legends,0
Public enemy at #Glastonbury yeah boyzzzz #dontbeleivethehype,0
RT @GaryChadwicks: #TreacleTreatPack 4 breakfast burgers 8 slices of #BlackTreaclebeerbacon and 6 free range eggs! Â£9.99! #Epic!,0
My mates just rung me from #Glastonbury talking absolute bollocks. Wish I was talking bollocks there aswell!! #wired #gurning,0
"RT @BBCR1: Hiya, @Dev_101 has some @KasabianHQ @IGGYAZALEA @JohnNewmanMusic & archive @JessieJ from #Glastonbury on the way. Fancy #FirstTwâ¦",1
RT @InnerDragonBand: Inner Dragon at the backstage of the videoclip...just chillin!! #innerdragon #metalband #rocknrollâ¦ http://t.co/V4h3lkâ¦,0
"@erin_mc13 ""yea nd wat about it "" #tune #killykeen #FEMER",0
Just prove I have seem some band on stage!!! #glasto #glastonbury #glastonbury2013 #westholts http://t.co/5Yvt6ODwGv,0
Young Richards and Wood are having a blinder. Jagger Snr does not move [or sing] like Jagger #Glasto2013. Fuckit #Glasto2053,0
"When people call glastonbury, ''glasto'' hahahaha #notgood",1
"My office.  June 28, 2013. #honduras #sondetepas #music #musica #salsa #stage #mic #dance #baile http://t.co/3Nbr1Rp2s1",0
"- 2 alla chiusura del #bando di #concorso del #castellanetafilmfest, #festival di #cortometraggi in #puglia http://t.co/bai2Dts1hn",0
Rolling Stones at #glastonbury ... its like watching grandads day out #goodeffort,1
Mick Jagger doing his best Jon Snow impression #crows #nightswatch #glastonbury #rollingstones,0
#IggyAzalea #Glastonbury #BadBitch #PhatAss #Sexy http://t.co/a2mwWQ2DTq,0
I want to be 21 so badly so I can go out w/ @Jenn_Hooper @jessicabonddd @Vnasty1 @nonacki @NicholeFantasia #jealous #september,0
eeeeek just googled cost of yurts at #Glastonbury omg its Â£5400 for the weekend me mama @floralteddy sed its werth evry penny #shesadiva xx,1
Example looked #Smashed and #Drugged up.. #Glastonbury,0
"RT @JoJoWright: Hey @HeffronDrive, gone over #24Seven several times, my personal favs: #Amazing #GetUp #LostInLove #Untouchable",0
@HaydensMommaaa Smile :D haha your not the only one with glasses flow (; #feelingher #cutegirl #attractive #amazing http://t.co/bM9Tojpx3h,0
#stones #WhatsUpWithThat #wonga #glastonbury #ShouldBePE #HipHop #PublicEnemy #WestHolts #bbcglasto,0
RT @virginiagirl91: All I can say to this is #wow. http://t.co/NF4vpbzDeX #Christians #teaparty #tcot #TGDN #BigGovt #RedNationRising,0
#panggung #terbuka #ardha #candra #artcentre #bali #art #festival #bondres #buleleng http://t.co/8Au7V6k7dZ,1
#concerts #rockandroll #music #rocksign #crowd http://t.co/AdGd25rDlQ,0
''Example'' @Glastonbury. Don''t get it. #festivalfrommysofa,1
Lo viste? Vocalista de #RedHot querÃ­a entrar a local donde estaban #RollingStones pero se encontrÃ³ con guardia. VIDEO http://t.co/z6hoMjjIiP,1
#glasto #rollingstones #example #thechase #moshpit #glasto2014 I am there next year,0
#Colorsplash #popularphoto #amazing #tweetgram #like4like #followforfollow #instapic #photoofthedayâ¦ http://t.co/HiBqKKIw96,0
"#bbcglasto loving the purple Tiree fabric Gemma''s sitting on, is that a #Bonnie_Bling necklace you''re wearing?",1
We''re #InPlay for Australia v the #Lions. What have you made of the early exchanges? http://t.co/IZvP9ltX5c,1
#muse #madness #torino #live #stadioolimpico #29giugno http://t.co/rLka1E3nDP,0
"weekend guide to @BBCSport on TV, radio, online. Read, digest, plan. http://t.co/l4Mx1ZSJTv #bbcf1 #wimbledon #bbcmotogp #bbccycling",1
@magicsingh #iphone5 #oreo #glastonbury #theatreandcircus #randomtricks #magiccircle #festivalâ¦ http://t.co/oENtkkdQ4w,0
Jake Bugg was absolute quality yesterday afternoon at #Glastonbury. His future is paved with gold! #megastar,0
"RT @John_Afoa: If the lions get up, cancel the 3rd test because it will be a two week bender !!!Tickets on hold to Auz!! Lol #lions #gardenâ¦",0
#CountryMusic More than just the music at Glastonbury http://t.co/Pg1YXxzkzl #CMchat,0
When @XMPWX tells you that @muse will end up like #TheRollingStones in decades to come #SoCruel #GerardWay #Patrick http://t.co/wRt4rgnomi,1
BedrÃ¶vligheten. #regnvalla #festival #takÃ¶verhuvudet #drÃ¤nktkatt #snartdagsfÃ¶rjobb @ BrÃ¥valla Festival http://t.co/e6pZ6h1Zua,0
Too many people miss the silver lining because they''re expecting gold. #bf #ngenga #rarepost #getluckyâ¦ http://t.co/2cNL9gHctL,0
Sky should simply stop all if this pre-match hullabaloo and give McGeechan the mike #build-up #mikesmith #lions,1
Omg at last @example #glastonbury  #worthwaitingfor,1
Me and my girl #Fridays #whiteparty #hermanitas #goodtimes #goodfriends #browneyedgirl #Colombiana http://t.co/RNuF1kj6zE,0
Take the piss out of the Stones'' age all you like but they''ve been badder than you''ll ever be #respectyourelders #rollingstones glastonbury,0
EXPOSURE=DISCLOSURE. CHECK THIS OUT BECOME PART OF IT #rollingstones  #benhoward #bbcnews #skynews http://t.co/n6UP3748cw #thepeoplesvoice,1
Fresh Ink #tat #tattoo #ink #star #sign #starsigns #bestfriends #taurus #aquarius #virgi #gemini #scorpio http://t.co/xzULaYRal5,0
#Night #bestfriends #today #pijamada #Guapos http://t.co/X5XNiOQyLQ,0
#Germany #Hamburg #Me #Amazing #Place #Nice #Weather #Cloudy #Clouds #Trees #Green #Country #Sideâ¦ http://t.co/HX73cjS3Kz,0
Being at the barrier for the Pyramid headliner is such an immense feeling! Such a joyous place to be. #bbcglasto #watchingontv,0
Oh my days! #Glastonbury #holyshit,0
Hilarious e-hug couple caught on camera during Rudimental ''Feel The love'' breakdown #comingup #feeltherush #specklyones #glastonbury,1
Hon Mickey Stafford!! @MaverickSabre #Glastonbury #Wexford #Wexican,0
We might have decided to jump in anyway ;) #beach #bikinis #flipflops #stones #skinnydipping? http://t.co/wb2lwdHzHW,0
couldn''t sleep last night because the adrenaline but now I am exhausted #roymeetsworld #benefitshow #soldout #standingovation #amazing,0
Is that the the Sunday boy from Aylsham coop on stage at Glasonbury #example #notascheerfulsellingcrumpets,1
Seeing crowd at #Glastonbury 2013 watching @ScreamOfficial is depressing. Are they dead?! #Bouncefuckers! #Wastedtickets.,1
"""Where am I??"" #OldKeith #Glastonbury #Legends",1
@peypeysiva3 #Peyton #Siva #Detroit #Pistons #NBA #Sick #Effect #Cartoon #CGI #Digital #Art #Beyondâ¦ http://t.co/OFecSr4hdS,1
Much rather be at a chase and status gig than stone roses #sozguys #notlying #Glastonbury2013Live,0
"Are Chase and status good, or is this like a totes ironic thing for trendy tears? #glastonbury #confusion #useyourindoorvoice",0
RP from fa_barbie last nite #goodtimes #theREALGSU #theREALFRIENDS #10yearsstrong http://t.co/uDPouM61Ik,0
The thought that john humphrys is in the crowd tonight warms the cockles of my soul #glastonbury #olddogsnewtricks,1
Enjoying example #glastonbury #bigbox #littlebox #topshelf #middleshelf #carrierbag,1
Alll these girls looking so cute for the @taylorswift13 concert tonight! #cowboyboots #lace #mytypaday #jealous,1
#baconroll #tea #lions #barny #corona #gin #luckies day sorted !,1
RT @clarebalding: Going to Wimbledon today with @alicearnold1 to relax and enjoy. First time I''ve done this just for fun since I was 22. #Wâ¦,0
#LisaShumaan performing a beautiful set at @HardRockCalling #E20ChillOutZone #OlympicPark #Festivalâ¦ http://t.co/hJQC309WLO,0
Loveu my baby <3 #Beauty #Happy #Smile #Sunglases #Party #Friday #Night #Summer #Mallorca #Goodtimes http://t.co/rlHZiIvYwd,0
Some great T.V. On this this weekend! #wimbledon #britishirishlions #tourdefrance #glastonbury #grandprix #europeantourgolf,1
Wish @envysays would stop sending #snapchats of #ibiza views #jealous #hating,0
Can''t wait to stay in and watch @example  live from #glastonbury on BBC 3 at 9pm ! #whatdreamsaremadefor,0
Nw: Arctic Monkeys Ã  Glastonbury. Je ne suis pas sÃ»r de ne pas trouver l''accent amÃ©ricain d.Alex Turner ridicule. #pertederacines #bbcglasto,0
"It''s about time the #stones made way for these new up and coming bands.
#yazoo
#duranduran
#softcell",1
The Rolling Stones were actually really really great! #surprised #pleasantly #glastonbury,0
"Lecturer business Thursday, played Glastonbury Friday, litter pick Saturday. #variety #work #needadayoff",0
Johhny marr #glastonbury  #legend #stopme,1
"""A Great Read!â âââââSECRET THOUGHTS a Medical #Thriller_video http://t.co/6ismpyBl97 #Kindle #Nook #iBooks #bbcnews #bbcglasto #wessex",1
I can tell next door are enjoying Glasto when you can here The Rolling Stones - Rocks Off through the wall #surroundsound #glastonbury2013,1
The flags in the crowd always look amazing on TV. In real life they''re so fucking annoying. #WECANTSEE #glastonbury,0
Dancing to #cruise @FLAGALine... Come back to #Vancouver,0
This one''s from holi''13. #holi #fieryframes #colors #festival http://t.co/kntPE6KsTc,0
#saree #back #look #witharen #mom in #traditional outfit. #crops #celebration #festival #hindu #festâ¦ http://t.co/pZPP0ea9WS,0
RT @TheOnlyTaz1: #Swiss #Alps #Mountains #Amazing #View #From #The #Plane #Snow #In #Summer http://t.co/l26aGGpI0F,0
29juin(13)! Today z''arpÃ¨tes! #festival #gratuit #bien #gÃ©nial #bÃ©nÃ©vole #33 http://t.co/RI2a79GdLq,0
about as close to #glastonbury i got this weekend !!#dreaming #festivalhat #youthgonemad http://t.co/dsfftmuu1i,1
"What is this? #bbcglasto #glasto #fbuttons bbcglasto, Glastonbury Festival https://t.co/Dsien7c8S6",1
"Have to say ""Miss you"" is not ones of my favourites #underwhelmingstart #Glasto",0
#festival #insti #ramoncid #guays #locos #fiesta #letsgo http://t.co/Duc6ArUFMb,0
My hatred of Primal Scream is indescribable... #pleasegetoutofmyface #iwanttgestones #glastonbury,0
Kinda feel like guitars are man''s greatest invention. Fuck medicine and all that shit. #glastoliveblog #stones,1
"2000 Light Years From Home. Nice thought, wrong key Mick. #ratshit #glasto",1
Djokovic falls into the ''All that money still can''t buy a decent haircut'' category. A la Steven Gerrard #glastonbury #hairobservation,0
START YOUR REVENGINES @RevengeWriters!! @karterhol Loving the #GoodTimes 2 come!  #RevengeBTS #Season3IsComing #RallyTheRevengers,1
In #taunton #somerset before we go home. Another nice town!,0
@TuPinBlackberry #bbm #bbmafterdark #addme first time add me GIrls only :p #horny #girlsONLY #uk #TwitterAfterDark,1
Thought #Foals were good last night at #Glasto,0
"E X A M P L E

#sweatydrummer

#glastonbury",1
Beer munchies @neilaj19 #donner #mayo #sick,0
To all those who liked the Fulham flag tweet last night.... #Baxterfront is the one waving it!! #glastonbury #ffc... http://t.co/MT3E1BYalg,1
Time Is On My Side  #IronicTweet   #Glasto,0
RT @Elliott17West: â@tkits14: â@Elliott17West: Alright Glasto lets fucking have it yeah!!!!! #glastonbury #exampleâ lol that was superb #leâ¦,1
#disclosure #elle #fashion #magazine #music #france http://t.co/mhsV9mClX5,0
I''m glad I can say before I die I''ve seen The Rolling Stones live #gods #glastonbury,1
#BenHoward on top form at Glastonbury #hero #takemebackto02academy,1
Pretty sure this is one of those #rare #summer #days in #Vancouver. Oh.. Well off to the backyard it is.. #riskofburning #sowhite,0
I''m #nowwatching @GlastoFest coverage on @bbcthree !. X #justlettingyouallknow #waiting #bbcthree #livemusic #interview #glasto #glastonbury,0
La marque Abystyle sera prÃ©sente Ã  la Japan Expo 2013 : http://t.co/Rk8Y1yRPR8 â¦ #festival #mode #goodies #exposant #14eimpact,0
Listening to #Glasto2013 @professorgreen set yesterday was awesome! #oldskooltunes #begoodtogreen,0
Passenger signed my iPod case <3 #passenger #autograph #signed #amazing #truetalent #talent #buskingâ¦ http://t.co/kgFVn6GK1C,0
The Rolling Stones look they have a collective age of about a thousand years. Bless ''em. #therollingstones #Glastonbury #grandads,0
RT @gretchenfullido: #TBT Studio 23''s Barkada Gimik & Beach House in Boracay w/ @gidgetdc mark_salamat #Goodtimes #Shoot http://t.co/Pc2sgNâ¦,0
@peypeysiva3 #Peyton #Siva #Detroit #Pistons #NBA #Sick #Effect #Cartoon #CGI #Digital #Art #Beyondâ¦ http://t.co/OFecSr4hdS,0
Dynamo Magician Impossible Season 3 Episode 1 http://t.co/y7bX2J4TVJ @Dynamomagician #EnriqueWalkOfFame #bbcglasto #Wimbledon,1
"@DaleDesignBuild Here is a recently completed plunge pool in Ringinglow, Sheffield  #builder #sheffield http://t.co/ByIkQJCSRi",0
#badgerchoons to stop the cull #glastonbury http://t.co/N2WA65Jibt,0
"Arctic Monkeys, Suck It And See #arcticmonkeys #suckitandsee #vinyl #33rpm #180g #music #nowspinning http://t.co/2rp6cw3zwL",0
RT @SaraEmedemusica: Gran #Festival en #Peligros #Granada @EMEDEMUSICA @produccionesds @mjose_galera @KIKERODRIGUEZDJ @RebeldeProd http://tâ¦,0
"I hope they play this tonight, this actually makes me wanna dance, and for those who know me, that''s a rarity! #2LeftFeet #RollingStones",1
RT @LivRobertsXx: Cant wait to see the rolling stones on Glastonbury tonight :-D:-D #doomandgloom #icantgetnosatisfaction #jumpinjackflash,0
#feeling #sorry #for #my #neighbores #when #im #listening #to #ArcticMonkeys #in #my #docking #station http://t.co/tQjDivVSUq,0
Missing #bipping #glasto @carreraworld shades #yaar http://t.co/GNCaMpJLKd,0
Everyone at Glastonbury can jog on! #jel #shouldBeThere #nextyear #defoThere,1
I''m not playing glastonbury but look at me go in Hampstead Heath  http://t.co/XztziyvW2Z #london #folkmusic,0
Sexy ass!!#ktm #supercar #gathering #event #today #carporn #exhaust #manifold #kedah #nice #ass #autoshow http://t.co/doOEWiy1VV,1
Can it be 10 years since the sublime #Mogwai popped #Glasto pyramid.,0
@Jodie_413_  RT â@Wimbledon: #Wimbledon wildcard to #Riske it all in third round http://t.co/XVBM92BNVf #Wimblepun #USA #AlisonRiskeâ,1
Enormous number of #Fenderjazzmaster and #Fenderjaguar guitars on display at #Glasto this year. @bobtheidiot will be pleased.,0
"who are these zombies on stage at #glasto ,oh  the stones #notgoodshame",0
@2MondiFestival sempre attuale #festival #spoleto http://t.co/CwPgEAXTpy,0
Definitely a trip to Glastonbury next year! #backpack #tent #wellies #drugs #sex & #alcohol,0
#cute #mydog #today q http://t.co/a3reVfAR8e,0
"Awwww @ruarrijoseph on #glasto now. I went see him in mcr, and so did about 5 others. Remember thar Ruarri? #rubylounge",0
No lie @1Xtra is going in @RobboRanx #jheeeeez why am I not at #Glastonbury 2013 getting gassed just listening,1
Might have to turn this #Glastonbury coverage off the tv. #toojealous,0
"#festival avui al #Desconcert29J

@OtraCarboneria  @Tocal2 @barrisantantoni @ateneulayret @DiablesStAntoni",0
Ready to Worship. #tyj #honored #worship #apostolic #rapha #music #band #youth #camp #prescottâ¦ http://t.co/4H4CCEg518,0
"Glastonbury on my bucket list, with a road trip across USA and going to rainforest #BeforeIDie",1
"#Example live at #glasto is terrible, but someone in the audience is wearing a #squidhat",0
wish I was at the #F1 tomorrow! #teammercedes,1
Okay sorry does anyone know where I can get a coat like that please? #glasto #thestone,1
Lying in bed wishing I was at #Glastonbury  #Ibizacomedown,1
"It''s about time the #stones made way for these new up and coming bands.
#yazoo
#duranduran
#softcell",0
RT @Produa_Tpi: *** #NowPlaying : @8BallRAP - Makan Kompor #CelotehKita with @EzaBintang_Pro2 & @Joe_Gie :) ***,0
Pretty sure The Rolling Stones are breaching some health and safety there #cigarettes #smoking #rocknroll #glastonbury,0
"#Cavan at #Glasto. Who''d a thunk it? RT @The_Strypes: The countdown begins folks!! John Peel Stage 4pm today, get yourself down there !!",0
Rolling Stones at Glastonbury! #best #live #act #ever http://t.co/aFUzCwWnWO,0
#jealous #iwouldbe #whatyoutwerkingwith http://t.co/yzGVzii6Jx,0
#youngsters #dance #wimborne #festival #fun #bestpic #iphoneagraphy #instahub #iphonesia #bestofthedayâ¦ http://t.co/o474wyAXaJ,0
"From what I''ve seen how bloody good were ""GOAT"" at Glastonbury!!! @RocketRecording #Special #DifferentBreed",0
#yourfacesoundsfamiliar here to remind everyone else didn''t get Glastonbury tickets #goodGod,1
At the races! #joseph #sillyboy #lovehim #bestfriend #lux #goodtimes joeyycorsten http://t.co/dd09uyZRom,0
Troker en el #RabbitHole del glastofest #rockeando #jazz #Mexico @ Glastonbury Festival Ofâ¦ http://t.co/8tYkwvMKtI,1
Mick is undressing as this song goes on........is he naked by the time Start Me Up comes on?? #Glastonbury #IHaveSkyPlused,1
Our Video for our track YOU #psychedelic #rock #swamprock #stoner #music #video http://t.co/UMzZvtc7tz,0
Glastonbury for the night #sound ... #seewhatididthere #nevermind,0
"I can''t ever sleep when other people are driving home, but let the hubby driveâ¦out like a light. #misshim #cuddlebuddy #home",1
#AgaRadwanska hammered #Keys in #WTAMiami 2012 for the loss of 2 games; but this is a different American -tenacious in a fight! #Wimbledon,1
Decorating the confiscation tent at #Glastonbury. #GateD #SecurityLads http://t.co/7xjo5BFf9j,0
Happy Asar 15th to everyone #nepali #festival #nepal #friends #asar15 http://t.co/Yx0Jw47EO7,0
Mini me! #otherhalf #littlesis #cousin #sneha #minime #summer #sleepover #goodtimes #chilling #funâ¦ http://t.co/73aQbw6O61,1
This is worse than Xfactor #Glastonbury #OldMenSinging,0
#tRSNoticias Sigue En Vivo el Festival #Glastonbury http://t.co/S5TksRcCJn #livestream,0
Just watched chic on  #bbcglasto #magnificent,0
"And Beady Eye, Liam fucking Gallagher. #iwasreallyclose #glastonbury2013 #beadyeye http://t.co/dxvLUYn5Nb",1
So ma 60 year old uncle n 60 year old auntie r all at #Glastonbury #whyaminot #welljel #shldhvegavemethetickets #takemeaway,0
RT @skgofficial: @enroute2bliss 154 #np 08 - Infinity - Understand Me (Electribe Remix) http://t.co/yX62mxnK35 #trancefamily #edm #music #tâ¦,0
#crazy #weekend #summer #sea #sun #red #beach #funnyday #goodtimes #happiness http://t.co/dliP0j6Qgh,0
RT @SandraFuntastic: Yea girls ...it''s -fuck that bitch- and -die of jealousy- time V__V #Jealous #WhoIsShe #JaredLeto http://t.co/DZfPzhXLâ¦,0
#welcome #to #twitter!  #we #all #talk #like #this #because #we #suffer #from #various #mental #disorders!  #SMELL #OUR #CARS #ORIOLES,0
#thebombayroyale wtf!!! #glastonbury,1
#feeling #sorry #for #my #neighbores #when #im #listening #to #ArcticMonkeys #in #my #docking #station http://t.co/tQjDivVSUq,0
A lot of people on here trying to make out they at #glastonbury when they obvs ain''t ! #wherearethestones,1
You''d think by now His name would''ve leaked on Twitter #glasto #nbury #sympathyfortheaudience,1
That Haim performance was lovely #bbc3 #goback,1
#rehab #barbarella #2013 #festival #DR #santo domingo https://t.co/UVQeKbdh2q,0
So excited the stage looks mental that were playing on . Hell stage at 5am  tonight !!!! #glastonbury #playthehits #step13,0
"Glastonbury looks amazing, what a phat festival to be at #glasto #luckyfuckers",0
#NowPlaying #F2daZ,0
I tried to put you on game but ya didn''t want to play #MissingOut #Peak #Drake,0
The Glastonbury and Oxygen line ups this year are fair shit #Disappointment,0
"RT @MPeopleHeatherS: Glastonbury Memories - M People - Excited - 1994
http://t.co/cZUXifraW1
#Glastonbury #GlastonburyFestival #MPeopleTourâ¦",0
Come on lets do this #lions #welshrugby #wecanwintheseries,1
@RollingStones same again at Hyde Park next Saturday please!! #fankyouverymaach #rollingstones,0
#redwine #parrot #glastonbury http://t.co/ktDvlz3R5h,1
"Mini rave up in my yard tonight....@chaseandstatus @GlastoFest 

#BBBIIIIIGGG #TTTUUUNNNNES
#glastonbury",1
"RT @FCPUGNetwork: Brilliant turnout at the #LondonSuperMeet! Thank you, #London! Cheers to #UK #Filmmakers http://t.co/opeFsDTOkp http://t.â¦",0
Just about to get on the ferry to #Brugge! I haven''t been this #Excited since my first #Glastonbury! Xo http://t.co/Xp7dEk9AN4,0
"Aujourdhui je vais aller voir @patsonyespapa au #Festival #TOSEKA je vais m''enjailler,na seka pe kala",0
#love #TagsForLikes #TFLers #tweegram #photooftheday #20likes #amazing #followme #follow4followâ¦ http://t.co/YxvB34YrmJ,0
#liger #big #cool #soamazing #omfg #speechless #hybrid #huge #lion #tiger #animal #wow #true #legit #holy http://t.co/fYmfOiM6Bn,1
